Adoption ID,Date,Quantity,Book ID,Title,ISBN-10,ISBN-13,Category,University ID
31,6/3/2015,454,786,Managerial Accounting: Decision Making and Motivating Performance,0137024878,9780137024872,Business,128425
32,3/14/2015,416,680,Introduction to Programming with C++,0133252817,9780133252811,Computer Science,128425
33,3/13/2015,399,608,Basic Technical Mathematics with Calculus,0133116530,9780133116533,Mathematics,128425
34,8/26/2015,245,480,Fundamentals of Statistics,032183870X,9780321838704,Statistics,128425
1,12/15/2015,581,925,Guide to Managerial Communication,013297133X,9780132971331,Business,140447
2,1/12/2016,388,560,Prose Reader,0205891500,9780205891504,English,140447
3,11/9/2015,195,597,Introductory Algebra 10,0321870484,9780321870483,Mathematics,140447
4,10/22/2015,176,704,Fundamentals of Communication Systems,0133354857,9780133354850,Engineering,140447
5,10/7/2015,134,639,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),0133378500,9780133378504,Computer Science,140447
6,3/1/2016,538,567,"Writing and Reading Across the Curriculum, Brief Edition",0321906365,9780321906366,English,140447
7,6/26/2015,383,967,Principles of Economics,013302380X,9780133023800,Economics,140447
8,1/18/2016,96,967,Principles of Economics,013302380X,9780133023800,Economics,140447
9,5/28/2015,195,791,Essentials of Database Management,0133405680,9780133405682,Computer Science,140447
10,7/28/2015,313,490,Essential Statistics,0321836987,9780321836984,Statistics,140447
11,4/3/2015,528,569,Building College Vocabulary Strategies,0321844254,9780321844255,Student Success,140447
12,6/7/2015,224,549,Complete Works of Shakespeare 7E,0321886518,9780321886514,English,140447
13,10/13/2015,76,593,Prealgebra  5e,0321845021,9780321845023,Mathematics,140447
14,9/13/2015,92,959,Introduction to Financial Accounting,0133251039,9780133251036,Business,140447
15,3/12/2015,608,707,Managerial Economics,0321566440,9780321566447,Economics,140447
1,9/4/2015,104,969,Economics for Managers,013606552X,9780136065524,Economics,213011
2,3/3/2016,455,591,Basic College Mathematics,0321825535,9780321825537,Mathematics,213011
3,11/2/2015,550,489,Statistics for Business and Economics,032182623X,9780321826237,Statistics,213011
4,5/5/2015,590,906,Database Systems,0132575671,9780132575676,Computer Science,213011
5,4/16/2015,650,969,Economics for Managers,013606552X,9780136065524,Economics,213011
6,11/3/2015,269,481,Mathematics All Around,0321836995,9780321836991,Mathematics,213011
7,9/9/2015,266,623,Precalculus Essentials,0321729560,9780321729569,Mathematics,213011
8,9/15/2015,34,561,The DK Handbook,0205863795,9780205863792,Student Success,213011
9,2/20/2016,265,642,Developmental Mathematics,0321845862,9780321845863,Mathematics,213011
10,9/14/2015,260,603,Intro Stats,0321825276,9780321825278,Statistics,213011
11,12/2/2015,506,649,Math Lit,0321818458,9780321818454,Mathematics,213011
12,10/29/2015,439,569,Building College Vocabulary Strategies,0321844254,9780321844255,Student Success,213011
13,4/25/2015,97,930,Macroeconomics,0132948877,9780132948876,Economics,213011
14,2/2/2016,183,959,Introduction to Financial Accounting,0133251039,9780133251036,Business,213011
15,6/20/2015,621,490,Essential Statistics,0321836987,9780321836984,Statistics,213011
1,4/15/2015,686,893,Manager's Bookshelf,0133043592,9780133043594,Business,128425
2,4/23/2015,439,574,Technical Communication,0321899970,9780321899972,English,128425
3,7/16/2015,37,915,Experiencing MIS,0132967480,9780132967488,Business,128425
4,6/3/2015,329,696,Entrepreneurial Finance,0133140512,9780133140514,Business,128425
5,12/17/2015,588,476,Building Java Programs,0133360903,9780133360905,Computer Science,128425
6,12/11/2015,536,943,Modern Systems Analysis and Design,0132991306,9780132991308,Business,128425
7,3/29/2015,497,638,C++ How to Program (Early Objects Version),0133378713,9780133378719,Computer Science,128425
8,11/8/2015,176,705,Statics and Mechanics of Materials,0133451607,9780133451603,Engineering,128425
9,9/1/2015,428,683,Ownership Series: Ownership: Accountability,0132869500,9780132869508,Student Success,128425
1,9/29/2015,302,950,"Money, Banking, and the Financial System",0132994917,9780132994910,Economics,126562
2,3/10/2015,348,688,"Essentials of Processes, Systems and Information: with SAP tutorials",013340675X,9780133406757,Business,126562
3,7/16/2015,692,626,Elementary & Intermediate Algebra,0321880110,9780321880116,Mathematics,126562
4,11/26/2015,374,549,Complete Works of Shakespeare 7E,0321886518,9780321886514,English,126562
5,3/23/2015,68,568,Reading Rhetorically,0321846621,9780321846624,English,126562
6,8/20/2015,280,489,Statistics for Business and Economics,032182623X,9780321826237,Statistics,126562
7,12/27/2015,334,481,Mathematics All Around,0321836995,9780321836991,Mathematics,126562
8,2/14/2016,551,554,Strategies for Successful Writing,0205883117,9780205883110,English,126562
9,2/10/2016,352,968,Principles of Microeconomics,0133024164,9780133024166,Economics,126562
10,4/30/2015,86,568,Reading Rhetorically,0321846621,9780321846624,English,126562
11,2/9/2016,256,558,"Strategies for Successful Writing, Concise Edition",0205883109,9780205883103,English,126562
12,10/15/2015,687,547,"The Curious Writer, Brief Edition",020587665X,9780205876655,English,126562
13,4/21/2015,138,649,Math Lit,0321818458,9780321818454,Mathematics,126562
14,3/22/2015,68,790,Data Structures and Algorithm Analysis in C++,013284737X,9780132847377,Computer Science,126562
15,11/14/2015,367,572,Mosaics: Reading and Writing Paragraphs,0205890547,9780205890545,Student Success,126562
16,7/21/2015,563,959,Introduction to Financial Accounting,0133251039,9780133251036,Business,126562
17,3/15/2015,678,789,Machine Design,013335671X,9780133356717,Engineering,126562
1,8/12/2015,495,557,LB Brief with Tabs,0321872568,9780321872562,Student Success,196255
2,2/28/2016,597,944,Principles of Operations Management,0132968363,9780132968362,Business,196255
3,11/1/2015,388,589,College Algebra with Modeling & Visualization,0321826132,9780321826138,Mathematics,196255
4,5/24/2015,453,599,Analysis with an Introduction to Proof,032174747X,9780321747471,Mathematics,196255
5,3/12/2015,673,482,Excursions in Modern Mathematics,032182573X,9780321825735,Mathematics,196255
1,3/2/2016,83,909,Management: A Focus on Leaders,0133077543,9780133077544,Business,363907
2,7/31/2015,587,572,Mosaics: Reading and Writing Paragraphs,0205890547,9780205890545,Student Success,363907
3,3/23/2015,539,899,Personal Finance,0132994348,9780132994347,Business,363907
4,8/6/2015,349,684,Ownership Series: Ownership: Effective Planning,0132868792,9780132868792,Student Success,363907
5,1/8/2016,300,632,Elementary and Intermediate Algebra: Concepts & Applications,0321848748,9780321848741,Mathematics,363907
6,5/22/2015,463,472,Basics of Web Design: HTML5 & CSS3,0133128911,9780133128918,Computer Science,363907
7,7/18/2015,561,479,Elementary Statistics,0321836960,9780321836960,Statistics,363907
8,9/24/2015,204,905,Horngren's Accounting,0133117413,9780133117417,Business,363907
9,8/25/2015,259,676,International Monetary & Financial  Economics,0132461862,9780132461863,Economics,363907
10,9/9/2015,674,918,Fundamentals of Futures and Options Markets,0132993341,9780132993340,Business,363907
11,10/9/2015,643,952,"Corporate Finance, The Core",0133097897,9780133097894,Business,363907
12,8/29/2015,670,981,Business Intelligence,013610066X,9780136100669,Business,363907
13,2/25/2016,50,981,Business Intelligence,013610066X,9780136100669,Business,363907
14,7/15/2015,479,574,Technical Communication,0321899970,9780321899972,English,363907
15,3/11/2015,638,548,"The Curious Writer, Concise Edition",0205876641,9780205876648,English,363907
16,3/31/2015,638,925,Guide to Managerial Communication,013297133X,9780132971331,Business,363907
17,4/19/2015,282,552,The Prentice Hall Guide for College Writers,0205875548,9780205875542,English,363907
18,12/24/2015,117,972,Making the Team,0136090036,9780136090038,Business,363907
19,11/4/2015,596,649,Math Lit,0321818458,9780321818454,Mathematics,363907
20,6/3/2015,323,703,Principles of Macroeconomics,0133023672,9780133023671,Economics,363907
21,10/29/2015,69,928,Human Resource Management,0133043541,9780133043549,Business,363907
22,12/24/2015,374,642,Developmental Mathematics,0321845862,9780321845863,Mathematics,363907
23,8/2/2015,232,489,Statistics for Business and Economics,032182623X,9780321826237,Statistics,363907
24,1/22/2016,224,600,Statistical Reasoning for Everyday Life,0321817621,9780321817624,Statistics,363907
1,12/18/2015,419,617,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",0321854462,9780321854469,Mathematics,136950
2,12/5/2015,495,692,Cryptography and Network Security: Principles and Practice,0133354695,9780133354690,Computer Science,136950
3,12/16/2015,630,704,Fundamentals of Communication Systems,0133354857,9780133354850,Engineering,136950
4,12/2/2015,635,704,Fundamentals of Communication Systems,0133354857,9780133354850,Engineering,136950
5,5/23/2015,530,473,Introduction to JavaScript Programming with XML and PHP,0133068307,9780133068306,Computer Science,136950
6,6/23/2015,455,935,Economics Today: The Micro View,0132948885,9780132948883,Economics,136950
7,3/12/2015,224,984,E-Commerce 2013,0132730359,9780132730358,Business,136950
8,6/3/2015,645,896,Psychology of Investing,0132994895,9780132994897,Business,136950
9,4/10/2015,639,474,Starting Out with C++: Early Objects,013336092X,9780133360929,Computer Science,136950
10,3/29/2015,664,687,Introduction to Materials Science,0132136422,9780132136426,Engineering,136950
11,12/7/2015,166,926,Environmental Law,0133075281,9780133075281,Business,136950
12,3/18/2015,562,643,Engineering Vibration,0132871696,9780132871693,Engineering,136950
13,7/14/2015,557,975,The Economics of Public Issues,0133022935,9780133022933,Economics,136950
14,4/27/2015,237,905,Horngren's Accounting,0133117413,9780133117417,Business,136950
15,2/3/2016,362,636,Trigonometry,0321795911,9780321795915,Mathematics,136950
1,6/20/2015,607,957,Principles of Risk Management and Insurance,0132992914,9780132992916,Business,203517
2,12/3/2015,126,629,Precalculus: Essentials,032181696X,9780321816962,Mathematics,203517
3,6/14/2015,657,943,Modern Systems Analysis and Design,0132991306,9780132991308,Business,203517
4,3/22/2015,238,548,"The Curious Writer, Concise Edition",0205876641,9780205876648,English,203517
5,9/16/2015,73,603,Intro Stats,0321825276,9780321825278,Statistics,203517
6,4/15/2015,76,973,The Economic Way of Thinking,0136039855,9780136039853,Economics,203517
7,4/25/2015,86,490,Essential Statistics,0321836987,9780321836984,Statistics,203517
8,5/24/2015,618,553,"The Prentice Hall Guide for College Writers, Brief Edition",0205883052,9780205883059,English,203517
9,9/20/2015,192,976,"The Economics of Women, Men and Work",0132992817,9780132992817,Economics,203517
10,11/27/2015,349,946,Auditing and Assurance Services,0133125637,9780133125634,Business,203517
11,7/25/2015,31,939,Macroeconomics,0133020258,9780133020250,Economics,203517
12,1/25/2016,691,891,Marketing Plan Handbook,0133078353,9780133078350,Business,203517
13,11/4/2015,285,549,Complete Works of Shakespeare 7E,0321886518,9780321886514,English,203517
14,5/13/2015,527,686,Ownership Series: Ownership: Study Strategies,0132869063,9780132869065,Student Success,203517
15,7/29/2015,632,595,Intermediate Algebra: Concepts & Applications,0321848284,9780321848284,Mathematics,203517
16,9/27/2015,154,624,Precalculus,0321837347,9780321837349,Mathematics,203517
17,10/27/2015,61,698,Global Marketing Management,0136157394,9780136157397,Business,203517
18,4/22/2015,447,943,Modern Systems Analysis and Design,0132991306,9780132991308,Business,203517
19,4/23/2015,116,891,Marketing Plan Handbook,0133078353,9780133078350,Business,203517
20,8/15/2015,268,571,Style: Lessons in Clarity and Grace 11E,0321898680,9780321898685,English,203517
21,2/11/2016,471,552,The Prentice Hall Guide for College Writers,0205875548,9780205875542,English,203517
22,12/7/2015,618,965,QuickBooks Pro 2013: A Complete Course,0133023354,9780133023350,Business,203517
23,4/29/2015,586,480,Fundamentals of Statistics,032183870X,9780321838704,Statistics,203517
24,11/14/2015,265,921,Digital Business Networks,0132846918,9780132846912,Business,203517
25,11/9/2015,36,554,Strategies for Successful Writing,0205883117,9780205883110,English,203517
26,10/24/2015,632,910,Managerial Economics,0133020266,9780133020267,Economics,203517
27,7/17/2015,396,940,Microeconomics,0132948869,9780132948869,Economics,203517
28,3/28/2015,224,894,International Economics,0132948915,9780132948913,Economics,203517
29,6/23/2015,600,943,Modern Systems Analysis and Design,0132991306,9780132991308,Business,203517
30,6/23/2015,94,906,Database Systems,0132575671,9780132575676,Computer Science,203517
31,1/19/2016,207,706,Introduction to Engineering Analysis,013601772X,9780136017721,Engineering,203517
32,12/31/2015,563,960,Customer Service: Career Success through Customer Loyalty,0133056252,9780133056259,Business,203517
33,1/30/2016,290,787,Visual Basic 2012 How to Program,0133406954,9780133406955,Computer Science,203517
1,11/22/2015,225,921,Digital Business Networks,0132846918,9780132846912,Business,101189
2,10/12/2015,573,687,Introduction to Materials Science,0132136422,9780132136426,Engineering,101189
3,7/6/2015,674,594,Elementary Algebra:  Concepts & Applications,0321874226,9780321874221,Mathematics,101189
4,7/9/2015,419,562,Sterling Stories,0205874126,9780205874125,Student Success,101189
5,12/3/2015,239,481,Mathematics All Around,0321836995,9780321836991,Mathematics,101189
6,4/30/2015,595,923,Guide to Presentations,0133058360,9780133058369,Business,101189
7,8/31/2015,176,621,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,0321826043,9780321826046,Mathematics,101189
8,8/3/2015,598,642,Developmental Mathematics,0321845862,9780321845863,Mathematics,101189
9,11/13/2015,477,567,"Writing and Reading Across the Curriculum, Brief Edition",0321906365,9780321906366,English,101189
1,8/21/2015,464,703,Principles of Macroeconomics,0133023672,9780133023671,Economics,165167
2,9/25/2015,578,934,Economics Today: The Macro View,0132948893,9780132948890,Economics,165167
3,11/29/2015,39,547,"The Curious Writer, Brief Edition",020587665X,9780205876655,English,165167
4,5/4/2015,463,690,Horngren's Financial & Managerial Accounting. The Financial Chapters,0133255573,9780133255577,Business,165167
5,7/4/2015,441,922,Management,0133043606,9780133043600,Business,165167
6,6/22/2015,515,979,Development Economics,0321464486,9780321464484,Economics,165167
7,5/29/2015,94,587,Algebra and Trigonometry,032183724X,9780321837240,Mathematics,165167
8,9/16/2015,538,550,Literature for Composition,0321829174,9780321829177,English,165167
9,11/14/2015,375,643,Engineering Vibration,0132871696,9780132871693,Engineering,165167
10,7/26/2015,59,935,Economics Today: The Micro View,0132948885,9780132948883,Economics,165167
11,6/4/2015,38,929,Principles of Marketing,0133084043,9780133084047,Business,165167
12,8/28/2015,490,899,Personal Finance,0132994348,9780132994347,Business,165167
13,4/9/2015,27,636,Trigonometry,0321795911,9780321795915,Mathematics,165167
14,5/22/2015,332,609,"Writing for Life: Paragraphs and Essays, 3E",0205850251,9780205850259,Student Success,165167
15,11/14/2015,94,936,Systems Analysis and Design,0133023443,9780133023442,Business,165167
16,11/17/2015,370,787,Visual Basic 2012 How to Program,0133406954,9780133406955,Computer Science,165167
17,3/27/2015,173,978,Database Processing,0132145375,9780132145374,Computer Science,165167
18,11/17/2015,113,960,Customer Service: Career Success through Customer Loyalty,0133056252,9780133056259,Business,165167
19,2/9/2016,408,594,Elementary Algebra:  Concepts & Applications,0321874226,9780321874221,Mathematics,165167
20,5/7/2015,366,643,Engineering Vibration,0132871696,9780132871693,Engineering,165167
21,12/3/2015,229,790,Data Structures and Algorithm Analysis in C++,013284737X,9780132847377,Computer Science,165167
22,10/15/2015,272,898,Better Business,0133059049,9780133059045,Business,165167
23,6/8/2015,594,915,Experiencing MIS,0132967480,9780132967488,Business,165167
24,4/17/2015,154,706,Introduction to Engineering Analysis,013601772X,9780136017721,Engineering,165167
25,10/23/2015,648,918,Fundamentals of Futures and Options Markets,0132993341,9780132993340,Business,165167
26,5/16/2015,605,560,Prose Reader,0205891500,9780205891504,English,165167
27,11/16/2015,648,476,Building Java Programs,0133360903,9780133360905,Computer Science,165167
28,10/4/2015,544,983,Electronic Commerce 2012,0132145383,9780132145381,Business,165167
29,12/8/2015,372,490,Essential Statistics,0321836987,9780321836984,Statistics,165167
30,2/21/2016,540,625,"Career Tool Kit, The: Skills for Success",0132180537,9780132180535,Student Success,165167
31,11/19/2015,570,560,Prose Reader,0205891500,9780205891504,English,165167
32,8/27/2015,540,682,Essentials of Entrepreneurship and Small Business Management,0132666790,9780132666794,Business,165167
1,5/26/2015,318,547,"The Curious Writer, Brief Edition",020587665X,9780205876655,English,241739
2,10/15/2015,133,904,International Business,0133063003,9780133063004,Business,241739
3,3/15/2015,33,678,Marketing Research,0133074676,9780133074673,Business,241739
4,7/28/2015,352,677,"Macroeconomics, 2/e",0132992795,9780132992794,Economics,241739
5,8/14/2015,670,937,Microeconomics,0133423905,9780133423907,Economics,241739
6,1/1/2016,341,560,Prose Reader,0205891500,9780205891504,English,241739
7,7/2/2015,430,926,Environmental Law,0133075281,9780133075281,Business,241739
8,7/6/2015,165,652,"Career Adventure: Your Guide to Personal Assessment, Career Exploration, and Decision Making",0132481197,9780132481199,Student Success,241739
9,11/10/2015,308,787,Visual Basic 2012 How to Program,0133406954,9780133406955,Computer Science,241739
10,5/3/2015,390,793,Reliability Engineering,0136015727,9780136015727,Engineering,241739
11,7/29/2015,134,603,Intro Stats,0321825276,9780321825278,Statistics,241739
12,9/8/2015,575,683,Ownership Series: Ownership: Accountability,0132869500,9780132869508,Student Success,241739
13,11/10/2015,308,548,"The Curious Writer, Concise Edition",0205876641,9780205876648,English,241739
14,11/18/2015,544,923,Guide to Presentations,0133058360,9780133058369,Business,241739
15,7/5/2015,323,570,Basic College Vocabulary Strategies,0321838939,9780321838933,Student Success,241739
16,7/4/2015,509,973,The Economic Way of Thinking,0136039855,9780136039853,Economics,241739
17,3/25/2015,165,947,Operations Management,0132921146,9780132921145,Business,241739
18,7/13/2015,122,783,Fundamentals of Investing,0133075354,9780133075359,Business,241739
19,6/15/2015,102,586,College Algebra: An Early Functions Approach,0321729641,9780321729644,Mathematics,241739
20,4/4/2015,644,591,Basic College Mathematics,0321825535,9780321825537,Mathematics,241739
21,7/26/2015,534,587,Algebra and Trigonometry,032183724X,9780321837240,Mathematics,241739
22,11/5/2015,324,918,Fundamentals of Futures and Options Markets,0132993341,9780132993340,Business,241739
23,2/17/2016,133,931,Business Communication,0133059510,9780133059519,Business,241739
24,2/2/2016,243,975,The Economics of Public Issues,0133022935,9780133022933,Economics,241739
25,4/8/2015,370,788,Manufacturing Engineering & Technology,0133128741,9780133128741,Engineering,241739
26,4/6/2015,681,975,The Economics of Public Issues,0133022935,9780133022933,Economics,241739
27,10/14/2015,583,688,"Essentials of Processes, Systems and Information: with SAP tutorials",013340675X,9780133406757,Business,241739
28,9/19/2015,272,906,Database Systems,0132575671,9780132575676,Computer Science,241739
29,4/7/2015,640,792,Managing Engineering and Technology,0133485102,9780133485103,Engineering,241739
30,5/12/2015,483,706,Introduction to Engineering Analysis,013601772X,9780136017721,Engineering,241739
31,9/10/2015,300,624,Precalculus,0321837347,9780321837349,Mathematics,241739
32,1/10/2016,146,970,E-Marketing,0132147556,9780132147552,Business,241739
33,8/9/2015,351,557,LB Brief with Tabs,0321872568,9780321872562,Student Success,241739
1,9/17/2015,504,644,"Developmental Mathematics: Prealgebra, Beginning, Intermediate Algebra",0321880854,9780321880857,Mathematics,131283
2,10/23/2015,347,919,MIS Essentials,0132970759,9780132970754,Business,131283
3,2/12/2016,47,557,LB Brief with Tabs,0321872568,9780321872562,Student Success,131283
4,4/1/2015,56,603,Intro Stats,0321825276,9780321825278,Statistics,131283
5,8/13/2015,355,686,Ownership Series: Ownership: Study Strategies,0132869063,9780132869065,Student Success,131283
6,6/14/2015,591,652,"Career Adventure: Your Guide to Personal Assessment, Career Exploration, and Decision Making",0132481197,9780132481199,Student Success,131283
7,9/2/2015,228,481,Mathematics All Around,0321836995,9780321836991,Mathematics,131283
8,3/24/2015,491,639,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),0133378500,9780133378504,Computer Science,131283
9,2/17/2016,260,560,Prose Reader,0205891500,9780205891504,English,131283
10,11/11/2015,531,892,Opportunities and Challenges of Workplace Diversity,013295351X,9780132953511,Business,131283
11,11/7/2015,342,695,Aerodynamics for Engineers,0132832887,9780132832885,Engineering,131283
12,2/20/2016,238,704,Fundamentals of Communication Systems,0133354857,9780133354850,Engineering,131283
13,9/2/2015,294,560,Prose Reader,0205891500,9780205891504,English,131283
14,3/30/2015,451,926,Environmental Law,0133075281,9780133075281,Business,131283
15,2/28/2016,698,782,Public Relations Practices,0133127648,9780133127645,Business,131283
16,5/21/2015,467,598,Introductory & Intermediate Algebra 3e,0321826035,9780321826039,Mathematics,131283
17,1/12/2016,291,627,Intermediate Algebra 10,0321872185,9780321872180,Mathematics,131283
18,2/4/2016,307,686,Ownership Series: Ownership: Study Strategies,0132869063,9780132869065,Student Success,131283
19,12/4/2015,248,616,Introductory and Intermediate Algebra 5e,0321865537,9780321865533,Mathematics,131283
20,1/5/2016,679,899,Personal Finance,0132994348,9780132994347,Business,131283
21,1/19/2016,570,586,College Algebra: An Early Functions Approach,0321729641,9780321729644,Mathematics,131283
22,12/16/2015,671,591,Basic College Mathematics,0321825535,9780321825537,Mathematics,131283
23,4/24/2015,159,898,Better Business,0133059049,9780133059045,Business,131283
24,10/19/2015,196,587,Algebra and Trigonometry,032183724X,9780321837240,Mathematics,131283
25,7/15/2015,229,546,The Curious Writer,0205235778,9780205235773,English,131283
26,6/6/2015,227,920,Business Communication Essentials,0132971321,9780132971324,Business,131283
27,4/18/2015,95,617,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",0321854462,9780321854469,Mathematics,131283
28,9/26/2015,572,978,Database Processing,0132145375,9780132145374,Computer Science,131283
29,6/25/2015,416,922,Management,0133043606,9780133043600,Business,131283
30,7/27/2015,666,912,Fundamentals of Human Resource Management,0132994909,9780132994903,Business,131283
31,10/26/2015,290,914,Using MIS,0133029670,9780133029673,Business,131283
32,7/19/2015,590,949,Macroeconomics,0132992280,9780132992282,Economics,131283
33,3/28/2015,408,547,"The Curious Writer, Brief Edition",020587665X,9780205876655,English,131283
34,9/2/2015,475,630,World Myth,0205730523,9780205730520,English,131283
1,3/4/2016,490,956,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,0133251969,9780133251968,Business,217882
2,3/17/2015,85,557,LB Brief with Tabs,0321872568,9780321872562,Student Success,217882
3,2/11/2016,596,783,Fundamentals of Investing,0133075354,9780133075359,Business,217882
4,9/29/2015,563,906,Database Systems,0132575671,9780132575676,Computer Science,217882
5,8/22/2015,676,905,Horngren's Accounting,0133117413,9780133117417,Business,217882
6,5/28/2015,554,785,"Human Relations for Career and Personal Success: Concepts, Applications, & Skills",0132974401,9780132974400,Business,217882
7,5/16/2015,526,958,Macroeconomics,0132991330,9780132991339,Economics,217882
8,2/29/2016,365,624,Precalculus,0321837347,9780321837349,Mathematics,217882
9,4/4/2015,471,697,"English for Careers: Business, Professional, and Technical",013261930X,9780132619301,Business,217882
10,11/15/2015,620,956,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,0133251969,9780133251968,Business,217882
11,9/4/2015,42,979,Development Economics,0321464486,9780321464484,Economics,217882
12,3/3/2016,109,909,Management: A Focus on Leaders,0133077543,9780133077544,Business,217882
1,12/4/2015,438,983,Electronic Commerce 2012,0132145383,9780132145381,Business,186618
2,5/26/2015,171,621,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,0321826043,9780321826046,Mathematics,186618
3,1/22/2016,518,967,Principles of Economics,013302380X,9780133023800,Economics,186618
4,10/16/2015,56,979,Development Economics,0321464486,9780321464484,Economics,186618
5,4/8/2015,197,952,"Corporate Finance, The Core",0133097897,9780133097894,Business,186618
6,9/12/2015,503,919,MIS Essentials,0132970759,9780132970754,Business,186618
7,3/30/2015,609,697,"English for Careers: Business, Professional, and Technical",013261930X,9780132619301,Business,186618
8,7/14/2015,249,600,Statistical Reasoning for Everyday Life,0321817621,9780321817624,Statistics,186618
9,5/9/2015,547,590,Mathematics for Business,0132898357,9780132898355,Business,186618
10,7/29/2015,561,954,Survey of Economics,0132948850,9780132948852,Economics,186618
11,4/15/2015,257,942,Employment Law,0133075222,9780133075229,Business,186618
12,8/2/2015,615,481,Mathematics All Around,0321836995,9780321836991,Mathematics,186618
1,8/13/2015,441,706,Introduction to Engineering Analysis,013601772X,9780136017721,Engineering,110662
2,8/21/2015,248,929,Principles of Marketing,0133084043,9780133084047,Business,110662
3,3/12/2015,384,784,Mechanics of Materials,0133254429,9780133254426,Engineering,110662
4,9/12/2015,413,614,Writing for Life: Sentences and Paragraphs,020588539X,9780205885398,Student Success,110662
5,6/27/2015,61,978,Database Processing,0132145375,9780132145374,Computer Science,110662
6,1/23/2016,575,935,Economics Today: The Micro View,0132948885,9780132948883,Economics,110662
7,4/4/2015,561,899,Personal Finance,0132994348,9780132994347,Business,110662
8,5/5/2015,177,489,Statistics for Business and Economics,032182623X,9780321826237,Statistics,110662
9,3/29/2015,640,483,Mathematics for Elementary Teachers with Activity Manual,0321825721,9780321825728,Mathematics,110662
10,2/22/2016,529,934,Economics Today: The Macro View,0132948893,9780132948890,Economics,110662
1,6/3/2015,192,597,Introductory Algebra 10,0321870484,9780321870483,Mathematics,104717
2,4/26/2015,417,596,Precalculus: A Unit Circle Approach,0321900472,9780321900470,Mathematics,104717
3,12/16/2015,556,911,Economics,0132994844,9780132994842,Economics,104717
4,8/7/2015,73,791,Essentials of Database Management,0133405680,9780133405682,Computer Science,104717
5,4/27/2015,257,707,Managerial Economics,0321566440,9780321566447,Economics,104717
1,5/7/2015,262,686,Ownership Series: Ownership: Study Strategies,0132869063,9780132869065,Student Success,227757
2,5/6/2015,360,564,Read to Achieve: Gateway to Academic Reading,0205578063,9780205578061,Student Success,227757
3,7/7/2015,157,559,The Blair Reader,0205901840,9780205901845,English,227757
4,10/21/2015,179,938,Microeconomics: Theory and Applications with Calculus,0133019934,9780133019933,Economics,227757
5,10/10/2015,563,627,Intermediate Algebra 10,0321872185,9780321872180,Mathematics,227757
6,8/2/2015,86,948,"Integrated Advertising, Promotion, and Marketing Communications",0133126242,9780133126242,Business,227757
7,3/25/2015,255,487,Business Statistics: A First Course,0321838696,9780321838698,Statistics,227757
1,4/18/2015,492,892,Opportunities and Challenges of Workplace Diversity,013295351X,9780132953511,Business,241739
2,2/1/2016,512,474,Starting Out with C++: Early Objects,013336092X,9780133360929,Computer Science,241739
3,8/13/2015,405,925,Guide to Managerial Communication,013297133X,9780132971331,Business,241739
4,5/16/2015,295,488,Statistics for Business: Decision Making and Analysis,0321836510,9780321836519,Statistics,241739
5,10/26/2015,519,964,The Practice of Public Relations,0133083578,9780133083576,Business,241739
6,3/16/2015,196,473,Introduction to JavaScript Programming with XML and PHP,0133068307,9780133068306,Computer Science,241739
7,1/19/2016,467,975,The Economics of Public Issues,0133022935,9780133022933,Economics,241739
8,10/22/2015,594,783,Fundamentals of Investing,0133075354,9780133075359,Business,241739
9,2/24/2016,409,646,"Power Electronics: Circuits,Devices & Applications",0133125904,9780133125900,Engineering,241739
10,6/12/2015,112,562,Sterling Stories,0205874126,9780205874125,Student Success,241739
11,7/21/2015,186,629,Precalculus: Essentials,032181696X,9780321816962,Mathematics,241739
12,10/28/2015,93,589,College Algebra with Modeling & Visualization,0321826132,9780321826138,Mathematics,241739
13,10/18/2015,205,589,College Algebra with Modeling & Visualization,0321826132,9780321826138,Mathematics,241739
14,5/18/2015,421,959,Introduction to Financial Accounting,0133251039,9780133251036,Business,241739
15,11/18/2015,485,590,Mathematics for Business,0132898357,9780132898355,Business,241739
16,3/13/2015,539,906,Database Systems,0132575671,9780132575676,Computer Science,241739
17,4/25/2015,622,593,Prealgebra  5e,0321845021,9780321845023,Mathematics,241739
18,4/3/2015,700,643,Engineering Vibration,0132871696,9780132871693,Engineering,241739
19,4/20/2015,95,625,"Career Tool Kit, The: Skills for Success",0132180537,9780132180535,Student Success,241739
20,12/30/2015,261,680,Introduction to Programming with C++,0133252817,9780133252811,Computer Science,241739
21,8/28/2015,693,596,Precalculus: A Unit Circle Approach,0321900472,9780321900470,Mathematics,241739
22,10/26/2015,244,915,Experiencing MIS,0132967480,9780132967488,Business,241739
23,5/24/2015,387,563,The Necessary Shakespeare,0321880943,9780321880949,English,241739
24,11/3/2015,177,607,Basic Technical Mathematics,0133083500,9780133083507,Mathematics,241739
25,7/14/2015,378,479,Elementary Statistics,0321836960,9780321836960,Statistics,241739
